date,gpdm,gpmc
20150105,000001.SZ,平安银行
20150105,600145.SH,*ST国创
20150105,600146.SH,大元股份
20150105,600148.SH,长春一东
20150105,600149.SH,廊坊发展
20150105,600150.SH,中国船舶
20150105,600151.SH,航天机电
20150105,600152.SH,维科精华
20150105,600143.SH,金发科技
20150105,600153.SH,建发股份
20150105,600156.SH,华升股份
20150105,600157.SH,永泰能源
20150105,600158.SH,中体产业
20150105,600159.SH,大龙地产
20150105,600160.SH,巨化股份
20150105,600161.SH,天坛生物
20150105,600162.SH,香江控股
20150105,600155.SH,宝硕股份
20150105,600163.SH,福建南纸
20150105,600141.SH,兴发集团
20150105,600138.SH,中青旅
20150105,600120.SH,浙江东方
20150105,600121.SH,郑州煤电
20150105,600122.SH,宏图高科
20150105,600123.SH,兰花科创
20150105,600125.SH,铁龙物流
20150105,600126.SH,杭钢股份
20150105,600127.SH,金健米业
20150105,600139.SH,西部资源
20150105,600128.SH,弘业股份
20150105,600130.SH,波导股份
20150105,600131.SH,岷江水电
20150105,600132.SH,重庆啤酒
20150105,600133.SH,东湖高新
20150105,600135.SH,乐凯胶片
20150105,600136.SH,道博股份
20150105,600137.SH,浪莎股份
20150105,600129.SH,太极集团
20150105,600119.SH,长江投资
20150105,600165.SH,新日恒力
20150105,600167.SH,联美控股
20150105,600190.SH,锦州港
20150105,600191.SH,华资实业
20150105,600192.SH,长城电工
20150105,600193.SH,创兴资源
20150105,600195.SH,中牧股份
20150105,600196.SH,复星医药
20150105,600197.SH,伊力特
20150105,600189.SH,吉林森工
20150105,600198.SH,大唐电信
20150105,600200.SH,江苏吴中
20150105,600201.SH,金宇集团
20150105,600202.SH,哈空调
20150105,600203.SH,福日电子
20150105,600206.SH,有研新材
20150105,600207.SH,安彩高科
20150105,600208.SH,新湖中宝
20150105,600199.SH,金种子酒
20150105,600166.SH,福田汽车
20150105,600188.SH,兖州煤业
20150105,600186.SH,莲花味精
20150105,600168.SH,武汉控股
20150105,600169.SH,太原重工
20150105,600170.SH,上海建工
20150105,600171.SH,上海贝岭
20150105,600172.SH,黄河旋风
20150105,600173.SH,卧龙地产
20150105,600175.SH,美都能源
20150105,600187.SH,国中水务
20150105,600176.SH,中国玻纤
20150105,600178.SH,*ST东安
20150105,600179.SH,黑化股份
20150105,600180.SH,瑞茂通
20150105,600182.SH,佳通轮胎
20150105,600183.SH,生益科技
20150105,600184.SH,光电股份
20150105,600185.SH,格力地产
20150105,600177.SH,雅戈尔
20150105,600118.SH,中国卫星
20150105,600117.SH,西宁特钢
20150105,600116.SH,三峡水利
20150105,600055.SH,华润万东
20150105,600056.SH,中国医药
20150105,600057.SH,象屿股份
20150105,600058.SH,五矿发展
20150105,600059.SH,古越龙山
20150105,600060.SH,海信电器
20150105,600061.SH,中纺投资
20150105,600054.SH,黄山旅游
20150105,600062.SH,华润双鹤
20150105,600064.SH,南京高科
20150105,600066.SH,宇通客车
20150105,600067.SH,冠城大通
20150105,600068.SH,葛洲坝
20150105,600069.SH,银鸽投资
20150105,600070.SH,浙江富润
20150105,600071.SH,凤凰光学
20150105,600063.SH,皖维高新
20150105,600072.SH,*ST钢构
20150105,600053.SH,中江地产
20150105,600051.SH,宁波联合
