date,gpdm,gpmc
20160104,000001.SZ,平安银行
20160104,600161.SH,天坛生物
20160104,600162.SH,香江控股
20160104,600163.SH,*ST闽能
20160104,600165.SH,新日恒力
20160104,600166.SH,福田汽车
20160104,600167.SH,联美控股
20160104,600168.SH,武汉控股
20160104,600169.SH,太原重工
20160104,600170.SH,上海建工
20160104,600171.SH,上海贝岭
20160104,600172.SH,黄河旋风
20160104,600173.SH,卧龙地产
20160104,600175.SH,美都能源
20160104,600176.SH,中国巨石
20160104,600177.SH,雅戈尔
20160104,600178.SH,东安动力
20160104,600179.SH,黑化股份
20160104,600160.SH,巨化股份
20160104,600159.SH,大龙地产
20160104,600158.SH,中体产业
20160104,600157.SH,永泰能源
20160104,600133.SH,东湖高新
20160104,600135.SH,乐凯胶片
20160104,600136.SH,道博股份
20160104,600137.SH,浪莎股份
20160104,600138.SH,中青旅
20160104,600139.SH,西部资源
20160104,600141.SH,兴发集团
20160104,600143.SH,金发科技
20160104,600180.SH,瑞茂通
20160104,600145.SH,*ST新亿
20160104,600148.SH,长春一东
20160104,600149.SH,廊坊发展
20160104,600150.SH,中国船舶
20160104,600151.SH,航天机电
20160104,600152.SH,维科精华
20160104,600153.SH,建发股份
20160104,600155.SH,宝硕股份
20160104,600156.SH,华升股份
20160104,600146.SH,商赢环球
20160104,600182.SH,佳通轮胎
20160104,600183.SH,生益科技
20160104,600184.SH,光电股份
20160104,600210.SH,紫江企业
20160104,600211.SH,西藏药业
20160104,600212.SH,江泉实业
20160104,600213.SH,亚星客车
20160104,600215.SH,长春经开
20160104,600216.SH,浙江医药
20160104,600217.SH,*ST秦岭
20160104,600218.SH,全柴动力
20160104,600209.SH,罗顿发展
20160104,600219.SH,南山铝业
20160104,600221.SH,海南航空
20160104,600222.SH,太龙药业
20160104,600223.SH,鲁商置业
20160104,600225.SH,天津松江
20160104,600226.SH,升华拜克
20160104,600227.SH,赤天化
20160104,600228.SH,昌九生化
20160104,600229.SH,城市传媒
20160104,600220.SH,江苏阳光
20160104,600132.SH,重庆啤酒
20160104,600208.SH,新湖中宝
20160104,600206.SH,有研新材
20160104,600185.SH,格力地产
20160104,600186.SH,莲花味精
20160104,600187.SH,国中水务
20160104,600188.SH,兖州煤业
20160104,600189.SH,吉林森工
20160104,600190.SH,锦州港
20160104,600191.SH,华资实业
20160104,600192.SH,长城电工
20160104,600207.SH,安彩高科
20160104,600193.SH,创兴资源
20160104,600196.SH,复星医药
20160104,600197.SH,伊力特
20160104,600198.SH,大唐电信
20160104,600199.SH,金种子酒
20160104,600200.SH,江苏吴中
20160104,600201.SH,生物股份
20160104,600202.SH,哈空调
20160104,600203.SH,福日电子
20160104,600195.SH,中牧股份
20160104,600131.SH,岷江水电
20160104,600130.SH,波导股份
20160104,600129.SH,太极集团
20160104,600062.SH,华润双鹤
20160104,600063.SH,皖维高新
20160104,600064.SH,南京高科
20160104,600066.SH,宇通客车
20160104,600067.SH,冠城大通
20160104,600068.SH,葛洲坝
20160104,600069.SH,*ST银鸽
20160104,600070.SH,浙江富润
20160104,600061.SH,国投安信
20160104,600071.SH,*ST光学
20160104,600073.SH,上海梅林
20160104,600074.SH,保千里
20160104,600075.SH,新疆天业
20160104,600076.SH,青鸟华光
20160104,600077.SH,宋都股份
20160104,600078.SH,澄星股份
20160104,600079.SH,人福医药
20160104,600080.SH,金花股份
20160104,600072.SH,钢构工程
20160104,600081.SH,东风科技
20160104,600060.SH,海信电器
20160104,600058.SH,五矿发展
20160104,600029.SH,南方航空
20160104,600030.SH,中信证券
20160104,600031.SH,三一重工
20160104,600033.SH,福建高速
20160104,600035.SH,楚天高速
20160104,600036.SH,招商银行
20160104,600037.SH,歌华有线
20160104,600038.SH,中直股份
20160104,600059.SH,古越龙山
20160104,600039.SH,四川路桥
20160104,600050.SH,中国联通
20160104,600051.SH,宁波联合
20160104,600052.SH,浙江广厦
20160104,600053.SH,九鼎投资
20160104,600054.SH,黄山旅游
20160104,600055.SH,华润万东
20160104,600056.SH,中国医药
20160104,600057.SH,象屿股份
20160104,600048.SH,保利地产
20160104,600230.SH,沧州大化
20160104,600082.SH,海泰发展
20160104,600084.SH,中葡股份
20160104,600110.SH,中科英华
20160104,600111.SH,北方稀土
20160104,600112.SH,天成控股
20160104,600113.SH,浙江东日
20160104,600114.SH,东睦股份
20160104,600115.SH,东方航空
20160104,600116.SH,三峡水利
20160104,600117.SH,西宁特钢
20160104,600109.SH,国金证券
20160104,600118.SH,中国卫星
20160104,600120.SH,浙江东方
20160104,600121.SH,郑州煤电
20160104,600122.SH,宏图高科
20160104,600123.SH,兰花科创
20160104,600125.SH,铁龙物流
20160104,600126.SH,杭钢股份
20160104,600127.SH,金健米业
20160104,600128.SH,弘业股份
20160104,600119.SH,长江投资
20160104,600083.SH,博信股份
20160104,600108.SH,亚盛集团
20160104,600106.SH,重庆路桥
20160104,600085.SH,同仁堂
20160104,600086.SH,东方金钰
20160104,600088.SH,中视传媒
20160104,600089.SH,特变电工
20160104,600090.SH,啤酒花
20160104,600091.SH,*ST明科
20160104,600093.SH,禾嘉股份
20160104,600094.SH,大名城
20160104,600107.SH,美尔雅
20160104,600095.SH,哈高科
20160104,600097.SH,开创国际
20160104,600098.SH,广州发展
20160104,600099.SH,林海股份
20160104,600100.SH,同方股份
20160104,600101.SH,明星电力
20160104,600103.SH,青山纸业
20160104,600104.SH,上汽集团
20160104,600105.SH,永鼎股份
20160104,600096.SH,云天化
20160104,600231.SH,凌钢股份
20160104,600232.SH,金鹰股份
20160104,600233.SH,大杨创世
20160104,600365.SH,通葡股份
20160104,600366.SH,宁波韵升
20160104,600367.SH,红星发展
20160104,600368.SH,五洲交通
20160104,600369.SH,西南证券
20160104,600370.SH,三房巷
20160104,600371.SH,万向德农
20160104,600372.SH,中航电子
20160104,600363.SH,联创光电
20160104,600373.SH,中文传媒
20160104,600376.SH,首开股份
20160104,600377.SH,宁沪高速
20160104,600378.SH,天科股份
20160104,600379.SH,宝光股份
20160104,600380.SH,健康元
20160104,600381.SH,青海春天
20160104,600382.SH,广东明珠
20160104,600383.SH,金地集团
20160104,600375.SH,华菱星马
20160104,600385.SH,山东金泰
20160104,600362.SH,江西铜业
20160104,600360.SH,华微电子
20160104,600336.SH,澳柯玛
20160104,600337.SH,美克家居
20160104,600338.SH,西藏珠峰
20160104,600339.SH,天利高新
20160104,600340.SH,华夏幸福
20160104,600343.SH,航天动力
20160104,600345.SH,长江通信
20160104,600346.SH,大橡塑
20160104,600361.SH,华联综超
20160104,600348.SH,阳泉煤业
20160104,600351.SH,亚宝药业
20160104,600352.SH,浙江龙盛
20160104,600353.SH,旭光股份
20160104,600354.SH,敦煌种业
20160104,600355.SH,精伦电子
20160104,600356.SH,恒丰纸业
20160104,600358.SH,国旅联合
20160104,600359.SH,新农开发
20160104,600350.SH,山东高速
20160104,600335.SH,国机汽车
20160104,600386.SH,北巴传媒
20160104,600388.SH,龙净环保
20160104,600420.SH,现代制药
20160104,600421.SH,仰帆控股
20160104,600422.SH,昆药集团
20160104,600423.SH,柳化股份
20160104,600425.SH,青松建化
20160104,600426.SH,华鲁恒升
20160104,600428.SH,中远航运
20160104,600429.SH,三元股份
20160104,600419.SH,天润乳业
20160104,600432.SH,吉恩镍业
20160104,600435.SH,北方导航
20160104,600436.SH,片仔癀
20160104,600438.SH,通威股份
20160104,600439.SH,瑞贝卡
20160104,600444.SH,*ST国通
20160104,600446.SH,金证股份
20160104,600448.SH,华纺股份
20160104,600449.SH,宁夏建材
20160104,600433.SH,冠豪高新
20160104,600387.SH,海越股份
20160104,600418.SH,江淮汽车
20160104,600415.SH,小商品城
20160104,600389.SH,江山股份
20160104,600390.SH,金瑞科技
20160104,600391.SH,成发科技
20160104,600392.SH,盛和资源
20160104,600393.SH,东华实业
20160104,600395.SH,盘江股份
20160104,600396.SH,金山股份
20160104,600397.SH,安源煤业
20160104,600416.SH,湘电股份
20160104,600398.SH,海澜之家
20160104,600400.SH,红豆股份
20160104,600401.SH,*ST海润
20160104,600403.SH,大有能源
20160104,600405.SH,动力源
20160104,600406.SH,国电南瑞
20160104,600408.SH,*ST安泰
20160104,600409.SH,三友化工
20160104,600410.SH,华胜天成
20160104,600399.SH,抚顺特钢
20160104,600028.SH,中国石化
20160104,600333.SH,长春燃气
20160104,600331.SH,宏达股份
20160104,600260.SH,凯乐科技
20160104,600261.SH,阳光照明
20160104,600262.SH,北方股份
20160104,600265.SH,ST景谷
20160104,600266.SH,北京城建
20160104,600267.SH,海正药业
20160104,600268.SH,国电南自
20160104,600269.SH,赣粤高速
20160104,600259.SH,广晟有色
20160104,600270.SH,外运发展
20160104,600272.SH,开开实业
20160104,600273.SH,嘉化能源
20160104,600275.SH,武昌鱼
20160104,600276.SH,恒瑞医药
20160104,600277.SH,亿利洁能
20160104,600278.SH,东方创业
20160104,600279.SH,重庆港九
20160104,600280.SH,中央商场
20160104,600271.SH,航天信息
20160104,600281.SH,太化股份
20160104,600258.SH,首旅酒店
20160104,600256.SH,广汇能源
20160104,600234.SH,山水文化
20160104,600235.SH,民丰特纸
20160104,600236.SH,桂冠电力
20160104,600237.SH,铜峰电子
20160104,600238.SH,海南椰岛
20160104,600239.SH,云南城投
20160104,600240.SH,华业资本
20160104,600241.SH,时代万恒
20160104,600257.SH,大湖股份
20160104,600242.SH,*ST中昌
20160104,600246.SH,万通地产
20160104,600247.SH,*ST成城
20160104,600248.SH,延长化建
20160104,600249.SH,两面针
20160104,600250.SH,南纺股份
20160104,600251.SH,冠农股份
20160104,600252.SH,中恒集团
20160104,600255.SH,鑫科材料
20160104,600243.SH,青海华鼎
20160104,600332.SH,白云山
20160104,600282.SH,南钢股份
20160104,600284.SH,浦东建设
20160104,600311.SH,ST荣华
20160104,600312.SH,平高电气
20160104,600313.SH,农发种业
20160104,600315.SH,上海家化
20160104,600316.SH,洪都航空
20160104,600317.SH,营口港
20160104,600318.SH,巢东股份
20160104,600319.SH,亚星化学
20160104,600310.SH,桂东电力
20160104,600320.SH,振华重工
20160104,600322.SH,天房发展
20160104,600323.SH,瀚蓝环境
20160104,600325.SH,华发股份
20160104,600326.SH,西藏天路
20160104,600327.SH,大东方
20160104,600328.SH,兰太实业
20160104,600329.SH,中新药业
20160104,600330.SH,天通股份
20160104,600321.SH,国栋建设
20160104,600283.SH,钱江水利
20160104,600309.SH,万华化学
20160104,600307.SH,酒钢宏兴
20160104,600285.SH,羚锐制药
20160104,600287.SH,江苏舜天
20160104,600288.SH,大恒科技
20160104,600289.SH,亿阳信通
20160104,600290.SH,华仪电气
20160104,600291.SH,西水股份
20160104,600292.SH,中电远达
20160104,600293.SH,三峡新材
20160104,600308.SH,华泰股份
20160104,600295.SH,鄂尔多斯
20160104,600298.SH,安琪酵母
20160104,600299.SH,安迪苏
20160104,600300.SH,维维股份
20160104,600301.SH,*ST南化
20160104,600302.SH,标准股份
20160104,600303.SH,曙光股份
20160104,600305.SH,恒顺醋业
20160104,600306.SH,商业城
20160104,600297.SH,广汇汽车
20160104,600455.SH,博通股份
20160104,600027.SH,华电国际
20160104,600023.SH,浙能电力
20160104,300276.SZ,三丰智能
20160104,300277.SZ,海联讯
20160104,300278.SZ,华昌达
20160104,300279.SZ,和晶科技
20160104,300280.SZ,南通锻压
20160104,300281.SZ,金明精机
20160104,300282.SZ,汇冠股份
20160104,300283.SZ,温州宏丰
20160104,300284.SZ,苏交科
20160104,300285.SZ,国瓷材料
20160104,300286.SZ,安科瑞
20160104,300287.SZ,飞利信
20160104,300288.SZ,朗玛信息
20160104,300289.SZ,利德曼
20160104,300290.SZ,荣科科技
20160104,300291.SZ,华录百纳
20160104,300292.SZ,吴通控股
20160104,300275.SZ,梅安森
20160104,300274.SZ,阳光电源
20160104,300273.SZ,和佳股份
20160104,300272.SZ,开能环保
