,SC,GPDM,SSDATE,GPLB
756,0,002292,20090910,深市中小板A股
757,0,002293,20090910,深市中小板A股
758,0,002294,20090910,深市中小板A股
759,0,002295,20090929,深市中小板A股
760,0,002296,20090929,深市中小板A股
761,0,002297,20090929,深市中小板A股
762,0,002298,20090929,深市中小板A股
763,0,002299,20091021,深市中小板A股
764,0,002300,20091021,深市中小板A股
765,0,002301,20091021,深市中小板A股
766,0,002302,20091103,深市中小板A股
767,0,002303,20091103,深市中小板A股
768,0,002304,20091106,深市中小板A股
769,0,002305,20091106,深市中小板A股
770,0,002306,20091111,深市中小板A股
771,0,002307,20091111,深市中小板A股
772,0,002308,20091127,深市中小板A股
773,0,002309,20091127,深市中小板A股
774,0,002310,20091127,深市中小板A股
775,0,002311,20091127,深市中小板A股
776,0,002312,20091203,深市中小板A股
777,0,002313,20091203,深市中小板A股
778,0,002314,20091203,深市中小板A股
779,0,002315,20091209,深市中小板A股
780,0,002316,20091209,深市中小板A股
781,0,002317,20091211,深市中小板A股
782,0,002318,20091211,深市中小板A股
783,0,002319,20091211,深市中小板A股
784,0,002320,20091216,深市中小板A股
785,0,002321,20091216,深市中小板A股
786,0,002322,20091218,深市中小板A股
787,0,002323,20091218,深市中小板A股
788,0,002324,20091218,深市中小板A股
789,0,002325,20091222,深市中小板A股
790,0,002326,20091222,深市中小板A股
791,0,002327,20091230,深市中小板A股
792,0,002328,20091230,深市中小板A股
793,0,002329,20100106,深市中小板A股
794,0,002330,20100106,深市中小板A股
795,0,002331,20100106,深市中小板A股
796,0,002332,20100112,深市中小板A股
797,0,002333,20100112,深市中小板A股
798,0,002334,20100113,深市中小板A股
799,0,002335,20100113,深市中小板A股
800,0,002336,20100113,深市中小板A股
801,0,002337,20100115,深市中小板A股
802,0,002338,20100115,深市中小板A股
803,0,002339,20100122,深市中小板A股
804,0,002340,20100122,深市中小板A股
805,0,002341,20100122,深市中小板A股
806,0,002342,20100126,深市中小板A股
807,0,002343,20100126,深市中小板A股
808,0,002344,20100126,深市中小板A股
809,0,002345,20100128,深市中小板A股
810,0,002346,20100128,深市中小板A股
811,0,002347,20100128,深市中小板A股
812,0,002348,20100203,深市中小板A股
813,0,002349,20100203,深市中小板A股
814,0,002350,20100203,深市中小板A股
815,0,002351,20100205,深市中小板A股
816,0,002352,20100205,深市中小板A股
817,0,002353,20100205,深市中小板A股
818,0,002354,20100209,深市中小板A股
819,0,002355,20100209,深市中小板A股
820,0,002356,20100209,深市中小板A股
821,0,002357,20100210,深市中小板A股
822,0,002358,20100210,深市中小板A股
823,0,002359,20100210,深市中小板A股
824,0,002360,20100303,深市中小板A股
825,0,002361,20100303,深市中小板A股
826,0,002362,20100303,深市中小板A股
827,0,002363,20100305,深市中小板A股
828,0,002364,20100305,深市中小板A股
829,0,002365,20100305,深市中小板A股
830,0,002366,20100312,深市中小板A股
831,0,002367,20100312,深市中小板A股
832,0,002368,20100312,深市中小板A股
833,0,002369,20100316,深市中小板A股
834,0,002370,20100316,深市中小板A股
835,0,002371,20100316,深市中小板A股
836,0,002372,20100318,深市中小板A股
837,0,002373,20100318,深市中小板A股
838,0,002374,20100318,深市中小板A股
839,0,002375,20100323,深市中小板A股
840,0,002376,20100323,深市中小板A股
841,0,002377,20100323,深市中小板A股
842,0,002378,20100331,深市中小板A股
843,0,002379,20100331,深市中小板A股
844,0,002380,20100331,深市中小板A股
845,0,002381,20100402,深市中小板A股
846,0,002382,20100402,深市中小板A股
847,0,002383,20100402,深市中小板A股
848,0,002384,20100409,深市中小板A股
849,0,002385,20100409,深市中小板A股
850,0,002386,20100409,深市中小板A股
851,0,002387,20100413,深市中小板A股
852,0,002388,20100413,深市中小板A股
853,0,002389,20100413,深市中小板A股
854,0,002390,20100416,深市中小板A股
855,0,002391,20100416,深市中小板A股
856,0,002392,20100423,深市中小板A股
857,0,002393,20100423,深市中小板A股
858,0,002394,20100423,深市中小板A股
859,0,002395,20100429,深市中小板A股
860,0,002396,20100623,深市中小板A股
861,0,002397,20100429,深市中小板A股
862,0,002398,20100506,深市中小板A股
863,0,002399,20100506,深市中小板A股
864,0,002400,20100506,深市中小板A股
865,0,002401,20100506,深市中小板A股
866,0,002402,20100511,深市中小板A股
867,0,002403,20100511,深市中小板A股
868,0,002404,20100511,深市中小板A股
869,0,002405,20100518,深市中小板A股
870,0,002406,20100518,深市中小板A股
871,0,002407,20100518,深市中小板A股
872,0,002408,20100518,深市中小板A股
873,0,002409,20100525,深市中小板A股
874,0,002410,20100525,深市中小板A股
875,0,002411,20100525,深市中小板A股
876,0,002412,20100525,深市中小板A股
877,0,002413,20100528,深市中小板A股
878,0,002414,20100716,深市中小板A股
879,0,002415,20100528,深市中小板A股
880,0,002416,20100528,深市中小板A股
881,0,002417,20100601,深市中小板A股
882,0,002418,20100601,深市中小板A股
883,0,002419,20100601,深市中小板A股
884,0,002420,20100601,深市中小板A股
885,0,002421,20100603,深市中小板A股
886,0,002422,20100603,深市中小板A股
887,0,002423,20100603,深市中小板A股
888,0,002424,20100603,深市中小板A股
889,0,002425,20100608,深市中小板A股
890,0,002426,20100608,深市中小板A股
891,0,002427,20100608,深市中小板A股
892,0,002428,20100608,深市中小板A股
893,0,002429,20100610,深市中小板A股
894,0,002430,20100610,深市中小板A股
895,0,002431,20100610,深市中小板A股
896,0,002432,20100610,深市中小板A股
897,0,002433,20100618,深市中小板A股
898,0,002434,20100618,深市中小板A股
899,0,002435,20100618,深市中小板A股
900,0,002436,20100618,深市中小板A股
901,0,002437,20100623,深市中小板A股
902,0,002438,20100623,深市中小板A股
903,0,002439,20100623,深市中小板A股
904,0,002440,20100706,深市中小板A股
905,0,002441,20100706,深市中小板A股
906,0,002442,20100706,深市中小板A股
907,0,002443,20100706,深市中小板A股
908,0,002444,20100713,深市中小板A股
909,0,002445,20100713,深市中小板A股
910,0,002446,20100713,深市中小板A股
911,0,002447,20100713,深市中小板A股
912,0,002448,20100716,深市中小板A股
913,0,002449,20100716,深市中小板A股
914,0,002450,20100716,深市中小板A股
915,0,002451,20100720,深市中小板A股
916,0,002452,20100720,深市中小板A股
917,0,002453,20100720,深市中小板A股
918,0,002454,20100720,深市中小板A股
919,0,002455,20100803,深市中小板A股
920,0,002456,20100803,深市中小板A股
921,0,002457,20100803,深市中小板A股
922,0,002458,20100810,深市中小板A股
923,0,002459,20100810,深市中小板A股
924,0,002460,20100810,深市中小板A股
925,0,002461,20100818,深市中小板A股
926,0,002462,20100818,深市中小板A股
927,0,002463,20100818,深市中小板A股
928,0,002464,20100831,深市中小板A股
929,0,002465,20100831,深市中小板A股
930,0,002466,20100831,深市中小板A股
931,0,002467,20100908,深市中小板A股
932,0,002468,20100908,深市中小板A股
933,0,002469,20100908,深市中小板A股
934,0,002470,20100908,深市中小板A股
935,0,002471,20100910,深市中小板A股
936,0,002472,20100910,深市中小板A股
937,0,002473,20100910,深市中小板A股
938,0,002474,20100915,深市中小板A股
939,0,002475,20100915,深市中小板A股
940,0,002476,20100915,深市中小板A股
941,0,002477,20100915,深市中小板A股
942,0,002478,20100921,深市中小板A股
943,0,002479,20100921,深市中小板A股
944,0,002480,20100921,深市中小板A股
945,0,002481,20100921,深市中小板A股
946,0,002482,20100929,深市中小板A股
947,0,002483,20100929,深市中小板A股
948,0,002484,20100929,深市中小板A股
949,0,002485,20101015,深市中小板A股
950,0,002486,20101015,深市中小板A股
951,0,002487,20101015,深市中小板A股
952,0,002488,20101021,深市中小板A股
953,0,002489,20101021,深市中小板A股
954,0,002490,20101021,深市中小板A股
955,0,002491,20101021,深市中小板A股
956,0,002492,20101102,深市中小板A股
957,0,002493,20101102,深市中小板A股
958,0,002494,20101102,深市中小板A股
959,0,002495,20101102,深市中小板A股
960,0,002496,20101109,深市中小板A股
961,0,002497,20101109,深市中小板A股
962,0,002498,20101109,深市中小板A股
963,0,002499,20101109,深市中小板A股
964,0,002500,20101115,深市中小板A股
965,0,002501,20101117,深市中小板A股
966,0,002502,20101117,深市中小板A股
967,0,002503,20101117,深市中小板A股
968,0,002504,20101118,深市中小板A股
969,0,002505,20101118,深市中小板A股
970,0,002506,20101118,深市中小板A股
971,0,002507,20101123,深市中小板A股
972,0,002508,20101123,深市中小板A股
973,0,002509,20101123,深市中小板A股
974,0,002510,20101125,深市中小板A股
975,0,002511,20101125,深市中小板A股
976,0,002512,20101203,深市中小板A股
977,0,002513,20101203,深市中小板A股
978,0,002514,20101203,深市中小板A股
979,0,002515,20101203,深市中小板A股
980,0,002516,20101207,深市中小板A股
981,0,002517,20101207,深市中小板A股
982,0,002518,20101207,深市中小板A股
983,0,002519,20101207,深市中小板A股
984,0,002520,20101210,深市中小板A股
985,0,002521,20101210,深市中小板A股
986,0,002522,20101210,深市中小板A股
987,0,002523,20101210,深市中小板A股
988,0,002524,20101217,深市中小板A股
989,0,002526,20101217,深市中小板A股
990,0,002527,20101224,深市中小板A股
991,0,002528,20101224,深市中小板A股
992,0,002529,20101224,深市中小板A股
993,0,002530,20101231,深市中小板A股
994,0,002531,20101231,深市中小板A股
995,0,002532,20101231,深市中小板A股
996,0,002533,20101231,深市中小板A股
997,0,002534,20110110,深市中小板A股
998,0,002535,20110111,深市中小板A股
999,0,002536,20110111,深市中小板A股
1000,0,002537,20110110,深市中小板A股
1001,0,002538,20110118,深市中小板A股
1002,0,002539,20110118,深市中小板A股
1003,0,002540,20110118,深市中小板A股
1004,0,002541,20110118,深市中小板A股
1005,0,002542,20110128,深市中小板A股
1006,0,002543,20110128,深市中小板A股
1007,0,002544,20110128,深市中小板A股
1008,0,002545,20110211,深市中小板A股
1009,0,002546,20110211,深市中小板A股
1010,0,002547,20110218,深市中小板A股
1011,0,002548,20110218,深市中小板A股
1012,0,002549,20110218,深市中小板A股
1013,0,002550,20110218,深市中小板A股
1014,0,002551,20110225,深市中小板A股
1015,0,002552,20110225,深市中小板A股
1016,0,002553,20110225,深市中小板A股
1017,0,002554,20110225,深市中小板A股
1018,0,002555,20110302,深市中小板A股
1019,0,002556,20110302,深市中小板A股
1020,0,002557,20110302,深市中小板A股
1021,0,002558,20110302,深市中小板A股
1022,0,002559,20110303,深市中小板A股
1023,0,002560,20110303,深市中小板A股
1024,0,002561,20110303,深市中小板A股
1025,0,002562,20110310,深市中小板A股
1026,0,002563,20110311,深市中小板A股
1027,0,002564,20110310,深市中小板A股
1028,0,002565,20110318,深市中小板A股
1029,0,002566,20110318,深市中小板A股
1030,0,002567,20110325,深市中小板A股
1031,0,002568,20110325,深市中小板A股
1032,0,002569,20110412,深市中小板A股
1033,0,002570,20110412,深市中小板A股
1034,0,002571,20110412,深市中小板A股
1035,0,002572,20110412,深市中小板A股
1036,0,002573,20110422,深市中小板A股
1037,0,002574,20110422,深市中小板A股
1038,0,002575,20110422,深市中小板A股
1039,0,002576,20110428,深市中小板A股
1040,0,002577,20110428,深市中小板A股
1041,0,002578,20110428,深市中小板A股
1042,0,002579,20110506,深市中小板A股
1043,0,002580,20110506,深市中小板A股
1044,0,002581,20110520,深市中小板A股
1045,0,002582,20110520,深市中小板A股
1046,0,002583,20110527,深市中小板A股
1047,0,002584,20110602,深市中小板A股
1048,0,002585,20110602,深市中小板A股
1049,0,002586,20110602,深市中小板A股
1050,0,002587,20110610,深市中小板A股
1051,0,002588,20110610,深市中小板A股
1052,0,002589,20110610,深市中小板A股
1053,0,002590,20110610,深市中小板A股
1054,0,002591,20110621,深市中小板A股
1055,0,002592,20111111,深市中小板A股
1056,0,002593,20110628,深市中小板A股
1057,0,002594,20110630,深市中小板A股
1058,0,002595,20110628,深市中小板A股
1059,0,002596,20110707,深市中小板A股
1060,0,002597,20110707,深市中小板A股
1061,0,002598,20110707,深市中小板A股
1062,0,002599,20110715,深市中小板A股
1063,0,002600,20110715,深市中小板A股
1064,0,002601,20110715,深市中小板A股
1065,0,002602,20110728,深市中小板A股
1066,0,002603,20110728,深市中小板A股
1067,0,002604,20110728,深市中小板A股
1068,0,002605,20110805,深市中小板A股
1069,0,002606,20110805,深市中小板A股
1070,0,002607,20110810,深市中小板A股
1071,0,002608,20110810,深市中小板A股
1072,0,002609,20110815,深市中小板A股
1073,0,002610,20110815,深市中小板A股
1074,0,002611,20110830,深市中小板A股
1075,0,002612,20110830,深市中小板A股
1076,0,002613,20110830,深市中小板A股
1077,0,002614,20110909,深市中小板A股
1078,0,002615,20110909,深市中小板A股
1079,0,002616,20110920,深市中小板A股
1080,0,002617,20110920,深市中小板A股
1081,0,002618,20110920,深市中小板A股
1082,0,002619,20110929,深市中小板A股
1083,0,002620,20110929,深市中小板A股
1084,0,002621,20110929,深市中小板A股
1085,0,002622,20111018,深市中小板A股
1086,0,002623,20111013,深市中小板A股
1087,0,002624,20111028,深市中小板A股
1088,0,002625,20111103,深市中小板A股
1089,0,002626,20111028,深市中小板A股
1090,0,002627,20111103,深市中小板A股
1091,0,002628,20111103,深市中小板A股
1092,0,002629,20111103,深市中小板A股
1093,0,002630,20111111,深市中小板A股
1094,0,002631,20111111,深市中小板A股
1095,0,002632,20111122,深市中小板A股
1096,0,002633,20111122,深市中小板A股
1097,0,002634,20111205,深市中小板A股
1098,0,002635,20111125,深市中小板A股
1099,0,002636,20111125,深市中小板A股
1100,0,002637,20111125,深市中小板A股
1101,0,002638,20111125,深市中小板A股
1102,0,002639,20111205,深市中小板A股
1103,0,002640,20111208,深市中小板A股
1104,0,002641,20111208,深市中小板A股
1105,0,002642,20111220,深市中小板A股
1106,0,002643,20111220,深市中小板A股
1107,0,002644,20111222,深市中小板A股
1108,0,002645,20111220,深市中小板A股
1109,0,002646,20111222,深市中小板A股
1110,0,002647,20111228,深市中小板A股
1111,0,002648,20111228,深市中小板A股
1112,0,002649,20120106,深市中小板A股
1113,0,002650,20120106,深市中小板A股
1114,0,002651,20120106,深市中小板A股
1115,0,002652,20120119,深市中小板A股
1116,0,002653,20120117,深市中小板A股
1117,0,002654,20120217,深市中小板A股
1118,0,002655,20120217,深市中小板A股
1119,0,002656,20120228,深市中小板A股
1120,0,002657,20120228,深市中小板A股
1121,0,002658,20120309,深市中小板A股
1122,0,002659,20120309,深市中小板A股
1123,0,002660,20120316,深市中小板A股
1124,0,002661,20120316,深市中小板A股
1125,0,002662,20120309,深市中小板A股
1126,0,002663,20120316,深市中小板A股
1127,0,002664,20120316,深市中小板A股
1128,0,002665,20120327,深市中小板A股
1129,0,002666,20120327,深市中小板A股
1130,0,002667,20120329,深市中小板A股
1131,0,002668,20120416,深市中小板A股
1132,0,002669,20120416,深市中小板A股
1133,0,002670,20120416,深市中小板A股
1134,0,002671,20120426,深市中小板A股
1135,0,002672,20120426,深市中小板A股
1136,0,002673,20120503,深市中小板A股
1137,0,002674,20120507,深市中小板A股
1138,0,002675,20120525,深市中小板A股
1139,0,002676,20120525,深市中小板A股
1140,0,002677,20120525,深市中小板A股
1141,0,002678,20120530,深市中小板A股
1142,0,002679,20120605,深市中小板A股
1143,0,002680,20120605,深市中小板A股
1144,0,002681,20120605,深市中小板A股
1145,0,002682,20120612,深市中小板A股
1146,0,002683,20120612,深市中小板A股
1147,0,002684,20120612,深市中小板A股
1148,0,002685,20120612,深市中小板A股
1149,0,002686,20120703,深市中小板A股
1150,0,002687,20120713,深市中小板A股
1151,0,002688,20120713,深市中小板A股
1152,0,002689,20120717,深市中小板A股
1153,0,002690,20120731,深市中小板A股
1154,0,002691,20120731,深市中小板A股
1155,0,002692,20120808,深市中小板A股
1156,0,002693,20120808,深市中小板A股
1157,0,002694,20120816,深市中小板A股
1158,0,002695,20120905,深市中小板A股
1159,0,002696,20120905,深市中小板A股
1160,0,002697,20120905,深市中小板A股
1161,0,002698,20120911,深市中小板A股
1162,0,002699,20120911,深市中小板A股
1163,0,002700,20120921,深市中小板A股
1164,0,002701,20121011,深市中小板A股
1165,0,002702,20121011,深市中小板A股
1166,0,002703,20121102,深市中小板A股
1525,0,300001,20091030,深市创业板A股
1526,0,300002,20091030,深市创业板A股
1527,0,300003,20091030,深市创业板A股
1528,0,300004,20091030,深市创业板A股
1529,0,300005,20091030,深市创业板A股
1530,0,300006,20091030,深市创业板A股
1531,0,300007,20091030,深市创业板A股
1532,0,300008,20091030,深市创业板A股
1533,0,300009,20091030,深市创业板A股
1534,0,300010,20091030,深市创业板A股
1535,0,300011,20091030,深市创业板A股
1536,0,300012,20091030,深市创业板A股
1537,0,300013,20091030,深市创业板A股
1538,0,300014,20091030,深市创业板A股
1539,0,300015,20091030,深市创业板A股
1540,0,300016,20091030,深市创业板A股
1541,0,300017,20091030,深市创业板A股
1542,0,300018,20091030,深市创业板A股
1543,0,300019,20091030,深市创业板A股
1544,0,300020,20091030,深市创业板A股
1545,0,300021,20091030,深市创业板A股
1546,0,300022,20091030,深市创业板A股
1547,0,300023,20091030,深市创业板A股
1548,0,300024,20091030,深市创业板A股
1549,0,300025,20091030,深市创业板A股
1550,0,300026,20091030,深市创业板A股
1551,0,300027,20091030,深市创业板A股
1552,0,300028,20091030,深市创业板A股
1553,0,300029,20091225,深市创业板A股
1554,0,300030,20091225,深市创业板A股
1555,0,300031,20091225,深市创业板A股
1556,0,300032,20091225,深市创业板A股
1557,0,300033,20091225,深市创业板A股
1558,0,300034,20091225,深市创业板A股
1559,0,300035,20091225,深市创业板A股
1560,0,300036,20091225,深市创业板A股
1561,0,300037,20100108,深市创业板A股
1562,0,300038,20100108,深市创业板A股
1563,0,300039,20100108,深市创业板A股
1564,0,300040,20100108,深市创业板A股
1565,0,300041,20100108,深市创业板A股
1566,0,300042,20100108,深市创业板A股
1567,0,300043,20100120,深市创业板A股
1568,0,300044,20100120,深市创业板A股
1569,0,300045,20100120,深市创业板A股
1570,0,300046,20100120,深市创业板A股
1571,0,300047,20100120,深市创业板A股
1572,0,300048,20100120,深市创业板A股
1573,0,300049,20100120,深市创业板A股
1574,0,300050,20100120,深市创业板A股
1575,0,300051,20100211,深市创业板A股
1576,0,300052,20100211,深市创业板A股
1577,0,300053,20100211,深市创业板A股
1578,0,300054,20100211,深市创业板A股
1579,0,300055,20100226,深市创业板A股
1580,0,300056,20100226,深市创业板A股
1581,0,300057,20100226,深市创业板A股
1582,0,300058,20100226,深市创业板A股
1583,0,300059,20100319,深市创业板A股
1584,0,300061,20100319,深市创业板A股
1585,0,300062,20100319,深市创业板A股
1586,0,300063,20100326,深市创业板A股
1587,0,300064,20100326,深市创业板A股
1588,0,300065,20100326,深市创业板A股
1589,0,300066,20100326,深市创业板A股
1590,0,300067,20100421,深市创业板A股
1591,0,300068,20100421,深市创业板A股
1592,0,300069,20100421,深市创业板A股
1593,0,300070,20100421,深市创业板A股
1594,0,300071,20100421,深市创业板A股
1595,0,300072,20100427,深市创业板A股
1596,0,300073,20100427,深市创业板A股
1597,0,300074,20100427,深市创业板A股
1598,0,300075,20100427,深市创业板A股
1599,0,300076,20100430,深市创业板A股
1600,0,300077,20100430,深市创业板A股
1601,0,300078,20100430,深市创业板A股
1602,0,300079,20100430,深市创业板A股
1603,0,300080,20100625,深市创业板A股
1604,0,300081,20100520,深市创业板A股
1605,0,300082,20100520,深市创业板A股
1606,0,300083,20100520,深市创业板A股
1607,0,300084,20100520,深市创业板A股
1608,0,300085,20100526,深市创业板A股
1609,0,300086,20100526,深市创业板A股
1610,0,300087,20100526,深市创业板A股
1611,0,300088,20100526,深市创业板A股
1612,0,300089,20100625,深市创业板A股
1613,0,300090,20100625,深市创业板A股
1614,0,300091,20100625,深市创业板A股
1615,0,300092,20100708,深市创业板A股
1616,0,300093,20100708,深市创业板A股
1617,0,300094,20100708,深市创业板A股
1618,0,300095,20100728,深市创业板A股
1619,0,300096,20100728,深市创业板A股
1620,0,300097,20100728,深市创业板A股
1621,0,300098,20100728,深市创业板A股
1622,0,300099,20100806,深市创业板A股
1623,0,300100,20100806,深市创业板A股
1624,0,300101,20100806,深市创业板A股
1625,0,300102,20100812,深市创业板A股
1626,0,300103,20100812,深市创业板A股
1627,0,300104,20100812,深市创业板A股
1628,0,300105,20100820,深市创业板A股
1629,0,300106,20100820,深市创业板A股
1630,0,300107,20100820,深市创业板A股
1631,0,300108,20100825,深市创业板A股
1632,0,300109,20100825,深市创业板A股
1633,0,300110,20100825,深市创业板A股
1634,0,300111,20100827,深市创业板A股
1635,0,300112,20100827,深市创业板A股
1636,0,300113,20100827,深市创业板A股
1637,0,300114,20100827,深市创业板A股
1638,0,300115,20100902,深市创业板A股
1639,0,300116,20100902,深市创业板A股
1640,0,300117,20100902,深市创业板A股
1641,0,300118,20100902,深市创业板A股
1642,0,300119,20100917,深市创业板A股
1643,0,300120,20100917,深市创业板A股
1644,0,300121,20100917,深市创业板A股
1645,0,300122,20100928,深市创业板A股
1646,0,300123,20100928,深市创业板A股
1647,0,300124,20100928,深市创业板A股
1648,0,300125,20101013,深市创业板A股
1649,0,300126,20101013,深市创业板A股
1650,0,300127,20101013,深市创业板A股
1651,0,300128,20101013,深市创业板A股
1652,0,300129,20101019,深市创业板A股
1653,0,300130,20101019,深市创业板A股
1654,0,300131,20101019,深市创业板A股
1655,0,300132,20101026,深市创业板A股
1656,0,300133,20101026,深市创业板A股
1657,0,300134,20101026,深市创业板A股
1658,0,300135,20101026,深市创业板A股
1659,0,300136,20101105,深市创业板A股
1660,0,300137,20101105,深市创业板A股
1661,0,300138,20101105,深市创业板A股
1662,0,300139,20101112,深市创业板A股
1663,0,300140,20101112,深市创业板A股
1664,0,300141,20101112,深市创业板A股
1665,0,300142,20101112,深市创业板A股
1666,0,300143,20101209,深市创业板A股
1667,0,300144,20101209,深市创业板A股
1668,0,300145,20101209,深市创业板A股
1669,0,300146,20101215,深市创业板A股
1670,0,300147,20101215,深市创业板A股
1671,0,300148,20101215,深市创业板A股
1672,0,300149,20101222,深市创业板A股
1673,0,300150,20101222,深市创业板A股
1674,0,300151,20101222,深市创业板A股
1675,0,300152,20101229,深市创业板A股
1676,0,300153,20101229,深市创业板A股
1677,0,300154,20101229,深市创业板A股
1678,0,300155,20110107,深市创业板A股
1679,0,300156,20110107,深市创业板A股
1680,0,300157,20110107,深市创业板A股
1681,0,300158,20110107,深市创业板A股
1682,0,300159,20110107,深市创业板A股
1683,0,300160,20110113,深市创业板A股
1684,0,300161,20110113,深市创业板A股
1685,0,300162,20110113,深市创业板A股
1686,0,300163,20110113,深市创业板A股
1687,0,300164,20110113,深市创业板A股
1688,0,300165,20110125,深市创业板A股
1689,0,300166,20110125,深市创业板A股
1690,0,300167,20110125,深市创业板A股
1691,0,300168,20110125,深市创业板A股
1692,0,300169,20110125,深市创业板A股
1693,0,300170,20110201,深市创业板A股
1694,0,300171,20110201,深市创业板A股
1695,0,300172,20110201,深市创业板A股
1696,0,300173,20110201,深市创业板A股
1697,0,300174,20110201,深市创业板A股
1698,0,300175,20110215,深市创业板A股
1699,0,300176,20110215,深市创业板A股
1700,0,300177,20110215,深市创业板A股
1701,0,300178,20110215,深市创业板A股
1702,0,300179,20110215,深市创业板A股
1703,0,300180,20110222,深市创业板A股
1704,0,300181,20110222,深市创业板A股
1705,0,300182,20110222,深市创业板A股
1706,0,300183,20110222,深市创业板A股
1707,0,300184,20110222,深市创业板A股
1708,0,300185,20110308,深市创业板A股
1709,0,300186,20110308,深市创业板A股
1710,0,300187,20110308,深市创业板A股
1711,0,300188,20110316,深市创业板A股
1712,0,300189,20110316,深市创业板A股
1713,0,300190,20110316,深市创业板A股
1714,0,300191,20110316,深市创业板A股
1715,0,300192,20110322,深市创业板A股
1716,0,300193,20110322,深市创业板A股
1717,0,300194,20110322,深市创业板A股
1718,0,300195,20110329,深市创业板A股
1719,0,300196,20110329,深市创业板A股
1720,0,300197,20110329,深市创业板A股
1721,0,300198,20110407,深市创业板A股
1722,0,300199,20110407,深市创业板A股
1723,0,300200,20110407,深市创业板A股
1724,0,300201,20110407,深市创业板A股
1725,0,300202,20110415,深市创业板A股
1726,0,300203,20110415,深市创业板A股
1727,0,300204,20110415,深市创业板A股
1728,0,300205,20110421,深市创业板A股
1729,0,300206,20110421,深市创业板A股
1730,0,300207,20110421,深市创业板A股
1731,0,300208,20110426,深市创业板A股
1732,0,300209,20110426,深市创业板A股
1733,0,300210,20110426,深市创业板A股
1734,0,300211,20110505,深市创业板A股
1735,0,300212,20110505,深市创业板A股
1736,0,300213,20110505,深市创业板A股
1737,0,300214,20110511,深市创业板A股
1738,0,300215,20110511,深市创业板A股
1739,0,300216,20110511,深市创业板A股
1740,0,300217,20110518,深市创业板A股
1741,0,300218,20110518,深市创业板A股
1742,0,300219,20110518,深市创业板A股
1743,0,300220,20110525,深市创业板A股
1744,0,300221,20110525,深市创业板A股
1745,0,300222,20110525,深市创业板A股
1746,0,300223,20110531,深市创业板A股
1747,0,300224,20110531,深市创业板A股
1748,0,300225,20110531,深市创业板A股
1749,0,300226,20110608,深市创业板A股
1750,0,300227,20110608,深市创业板A股
1751,0,300228,20110608,深市创业板A股
1752,0,300229,20110615,深市创业板A股
1753,0,300230,20110615,深市创业板A股
1754,0,300231,20110615,深市创业板A股
1755,0,300232,20110622,深市创业板A股
1756,0,300233,20110622,深市创业板A股
1757,0,300234,20110622,深市创业板A股
1758,0,300235,20110629,深市创业板A股
1759,0,300236,20110629,深市创业板A股
1760,0,300237,20110629,深市创业板A股
1761,0,300238,20110706,深市创业板A股
1762,0,300239,20110706,深市创业板A股
1763,0,300240,20110706,深市创业板A股
1764,0,300241,20110712,深市创业板A股
1765,0,300242,20110712,深市创业板A股
1766,0,300243,20110712,深市创业板A股
1767,0,300244,20110719,深市创业板A股
1768,0,300245,20110719,深市创业板A股
1769,0,300246,20110719,深市创业板A股
1770,0,300247,20110729,深市创业板A股
1771,0,300248,20110729,深市创业板A股
1772,0,300249,20110803,深市创业板A股
1773,0,300250,20110803,深市创业板A股
1774,0,300251,20110803,深市创业板A股
1775,0,300252,20110818,深市创业板A股
1776,0,300253,20110818,深市创业板A股
1777,0,300254,20110819,深市创业板A股
1778,0,300255,20110819,深市创业板A股
1779,0,300256,20110819,深市创业板A股
1780,0,300257,20110819,深市创业板A股
1781,0,300258,20110826,深市创业板A股
1782,0,300259,20110831,深市创业板A股
1783,0,300260,20110906,深市创业板A股
1784,0,300261,20110906,深市创业板A股
1785,0,300262,20110916,深市创业板A股
1786,0,300263,20110916,深市创业板A股
1787,0,300264,20110916,深市创业板A股
1788,0,300265,20110916,深市创业板A股
1789,0,300266,20110927,深市创业板A股
1790,0,300267,20110927,深市创业板A股
1791,0,300268,20110927,深市创业板A股
1792,0,300269,20111012,深市创业板A股
1793,0,300270,20111012,深市创业板A股
1794,0,300271,20111026,深市创业板A股
1795,0,300272,20111102,深市创业板A股
1796,0,300273,20111026,深市创业板A股
1797,0,300274,20111102,深市创业板A股
1798,0,300275,20111102,深市创业板A股
1799,0,300276,20111115,深市创业板A股
1800,0,300277,20111123,深市创业板A股
1801,0,300278,20111216,深市创业板A股
1802,0,300279,20111229,深市创业板A股
1803,0,300280,20111229,深市创业板A股
1804,0,300281,20111229,深市创业板A股
1805,0,300282,20111229,深市创业板A股
1806,0,300283,20120110,深市创业板A股
1807,0,300284,20120110,深市创业板A股
1808,0,300285,20120113,深市创业板A股
1809,0,300286,20120113,深市创业板A股
1810,0,300287,20120201,深市创业板A股
1811,0,300288,20120216,深市创业板A股
1812,0,300289,20120216,深市创业板A股
1813,0,300290,20120216,深市创业板A股
1814,0,300291,20120209,深市创业板A股
1815,0,300292,20120229,深市创业板A股
1816,0,300293,20120308,深市创业板A股
1817,0,300294,20120308,深市创业板A股
1818,0,300295,20120315,深市创业板A股
1819,0,300296,20120315,深市创业板A股
1820,0,300297,20120315,深市创业板A股
1821,0,300298,20120319,深市创业板A股
1822,0,300299,20120319,深市创业板A股
1823,0,300300,20120319,深市创业板A股
1824,0,300301,20120321,深市创业板A股
