,SC,GPDM,SSDATE,GPLB
1825,0,300302,20120321,深市创业板A股
1826,0,300303,20120319,深市创业板A股
1827,0,300304,20120321,深市创业板A股
1828,0,300305,20120329,深市创业板A股
1829,0,300306,20120329,深市创业板A股
1830,0,300307,20120329,深市创业板A股
1831,0,300308,20120410,深市创业板A股
1832,0,300309,20120410,深市创业板A股
1833,0,300310,20120425,深市创业板A股
1834,0,300311,20120425,深市创业板A股
1835,0,300312,20120508,深市创业板A股
1836,0,300313,20120425,深市创业板A股
1837,0,300314,20120508,深市创业板A股
1838,0,300315,20120511,深市创业板A股
1839,0,300316,20120511,深市创业板A股
1840,0,300317,20120511,深市创业板A股
1841,0,300318,20120523,深市创业板A股
1842,0,300319,20120523,深市创业板A股
1843,0,300320,20120601,深市创业板A股
1844,0,300321,20120523,深市创业板A股
1845,0,300322,20120608,深市创业板A股
1846,0,300323,20120601,深市创业板A股
1847,0,300324,20120608,深市创业板A股
1848,0,300325,20120601,深市创业板A股
1849,0,300326,20120613,深市创业板A股
1850,0,300327,20120613,深市创业板A股
1851,0,300328,20120619,深市创业板A股
1852,0,300329,20120619,深市创业板A股
1853,0,300330,20120619,深市创业板A股
1854,0,300331,20120628,深市创业板A股
1855,0,300332,20120628,深市创业板A股
1856,0,300333,20120628,深市创业板A股
1857,0,300334,20120705,深市创业板A股
1858,0,300335,20120710,深市创业板A股
1859,0,300336,20120710,深市创业板A股
1860,0,300337,20120718,深市创业板A股
1861,0,300338,20120726,深市创业板A股
1862,0,300339,20120718,深市创业板A股
1863,0,300340,20120726,深市创业板A股
1864,0,300341,20120726,深市创业板A股
1865,0,300342,20120726,深市创业板A股
1866,0,300343,20120801,深市创业板A股
1867,0,300344,20120801,深市创业板A股
1868,0,300345,20120801,深市创业板A股
1869,0,300346,20120807,深市创业板A股
1870,0,300347,20120817,深市创业板A股
1871,0,300348,20120817,深市创业板A股
1872,0,300349,20120817,深市创业板A股
1873,0,300350,20120821,深市创业板A股
1874,0,300351,20120920,深市创业板A股
1875,0,300352,20120912,深市创业板A股
1876,0,300353,20120927,深市创业板A股
1877,0,300354,20120920,深市创业板A股
1878,0,300355,20120927,深市创业板A股
1879,0,300356,20121009,深市创业板A股
2009,1,600000,19991110,沪市主板A股
2010,1,600004,20030428,沪市主板A股
2011,1,600005,19990803,沪市主板A股
2012,1,600006,19990727,沪市主板A股
2013,1,600007,19990312,沪市主板A股
2014,1,600008,20000427,沪市主板A股
2015,1,600009,19980218,沪市主板A股
2016,1,600010,20010309,沪市主板A股
2017,1,600011,20011206,沪市主板A股
2018,1,600012,20030107,沪市主板A股
2019,1,600015,20030912,沪市主板A股
2020,1,600016,20001219,沪市主板A股
2021,1,600017,20061017,沪市主板A股
2022,1,600018,20061026,沪市主板A股
2023,1,600019,20001212,沪市主板A股
2024,1,600020,20030808,沪市主板A股
2025,1,600021,20031029,沪市主板A股
2026,1,600022,20040629,沪市主板A股
2027,1,600023,20131219,沪市主板A股
2028,1,600026,20020523,沪市主板A股
2029,1,600027,20050203,沪市主板A股
2030,1,600028,20010808,沪市主板A股
2031,1,600029,20030725,沪市主板A股
2032,1,600030,20030106,沪市主板A股
2033,1,600031,20030703,沪市主板A股
2034,1,600033,20010209,沪市主板A股
2035,1,600035,20040310,沪市主板A股
2036,1,600036,20020409,沪市主板A股
2037,1,600037,20010208,沪市主板A股
2038,1,600038,20001218,沪市主板A股
2039,1,600039,20030325,沪市主板A股
2040,1,600048,20060731,沪市主板A股
2041,1,600050,20021009,沪市主板A股
2042,1,600051,19970410,沪市主板A股
2043,1,600052,19970415,沪市主板A股
2044,1,600053,19970418,沪市主板A股
2045,1,600054,19970506,沪市主板A股
2046,1,600055,19970519,沪市主板A股
2047,1,600056,19970515,沪市主板A股
2048,1,600057,19970604,沪市主板A股
2049,1,600058,19970528,沪市主板A股
2050,1,600059,19970516,沪市主板A股
2051,1,600060,19970422,沪市主板A股
2052,1,600061,19970519,沪市主板A股
2053,1,600062,19970522,沪市主板A股
2054,1,600063,19970528,沪市主板A股
2055,1,600064,19970506,沪市主板A股
2056,1,600066,19970508,沪市主板A股
2057,1,600067,19970508,沪市主板A股
2058,1,600068,19970526,沪市主板A股
2059,1,600069,19970430,沪市主板A股
2060,1,600070,19970604,沪市主板A股
2061,1,600071,19970528,沪市主板A股
2062,1,600072,19970603,沪市主板A股
2063,1,600073,19970704,沪市主板A股
2064,1,600074,19970623,沪市主板A股
2065,1,600075,19970617,沪市主板A股
2066,1,600076,19970526,沪市主板A股
2067,1,600077,19970520,沪市主板A股
2068,1,600078,19970627,沪市主板A股
2069,1,600079,19970606,沪市主板A股
2070,1,600080,19970612,沪市主板A股
2071,1,600081,19970703,沪市主板A股
2072,1,600082,19970620,沪市主板A股
2073,1,600083,19970606,沪市主板A股
2074,1,600084,19970711,沪市主板A股
2075,1,600085,19970625,沪市主板A股
2076,1,600086,19970606,沪市主板A股
2077,1,600088,19970616,沪市主板A股
2078,1,600089,19970618,沪市主板A股
2079,1,600090,19970616,沪市主板A股
2080,1,600091,19970704,沪市主板A股
2081,1,600093,19970626,沪市主板A股
2082,1,600094,19970703,沪市主板A股
2083,1,600095,19970708,沪市主板A股
2084,1,600096,19970709,沪市主板A股
2085,1,600097,19970619,沪市主板A股
2086,1,600098,19970718,沪市主板A股
2087,1,600099,19970704,沪市主板A股
2088,1,600100,19970627,沪市主板A股
2089,1,600101,19970627,沪市主板A股
2090,1,600103,19970703,沪市主板A股
2091,1,600104,19971125,沪市主板A股
2092,1,600105,19970929,沪市主板A股
2093,1,600106,19970618,沪市主板A股
2094,1,600107,19971106,沪市主板A股
2095,1,600108,19970818,沪市主板A股
2096,1,600109,19970807,沪市主板A股
2097,1,600110,19971007,沪市主板A股
2098,1,600111,19970924,沪市主板A股
2099,1,600112,19971127,沪市主板A股
2100,1,600113,19971021,沪市主板A股
2101,1,600114,20040511,沪市主板A股
2102,1,600115,19971105,沪市主板A股
2103,1,600116,19970804,沪市主板A股
2104,1,600117,19971015,沪市主板A股
2105,1,600118,19970908,沪市主板A股
2106,1,600119,19980115,沪市主板A股
2107,1,600120,19971201,沪市主板A股
2108,1,600121,19980107,沪市主板A股
2109,1,600122,19980420,沪市主板A股
2110,1,600123,19981217,沪市主板A股
2111,1,600125,19980511,沪市主板A股
2112,1,600126,19980311,沪市主板A股
2113,1,600127,19980506,沪市主板A股
2114,1,600128,19970901,沪市主板A股
2115,1,600129,19971118,沪市主板A股
2116,1,600130,20000706,沪市主板A股
2117,1,600131,19980402,沪市主板A股
2118,1,600132,19971030,沪市主板A股
2119,1,600133,19980212,沪市主板A股
2120,1,600135,19980122,沪市主板A股
2121,1,600136,19980303,沪市主板A股
2122,1,600137,19980416,沪市主板A股
2123,1,600138,19971203,沪市主板A股
2124,1,600139,19980225,沪市主板A股
2125,1,600141,19990616,沪市主板A股
2126,1,600143,20040623,沪市主板A股
2127,1,600145,19990923,沪市主板A股
2128,1,600146,19990707,沪市主板A股
2129,1,600148,19980520,沪市主板A股
2130,1,600149,19991014,沪市主板A股
2131,1,600150,19980520,沪市主板A股
2132,1,600151,19980605,沪市主板A股
2133,1,600152,19980609,沪市主板A股
2134,1,600153,19980616,沪市主板A股
2135,1,600155,19980918,沪市主板A股
2136,1,600156,19980527,沪市主板A股
2137,1,600157,19980513,沪市主板A股
2138,1,600158,19980327,沪市主板A股
2139,1,600159,19980526,沪市主板A股
2140,1,600160,19980626,沪市主板A股
2141,1,600161,19980616,沪市主板A股
2142,1,600162,19980609,沪市主板A股
2143,1,600163,19980602,沪市主板A股
2144,1,600165,19980529,沪市主板A股
2145,1,600166,19980602,沪市主板A股
2146,1,600167,19990128,沪市主板A股
2147,1,600168,19980427,沪市主板A股
2148,1,600169,19980904,沪市主板A股
2149,1,600170,19980623,沪市主板A股
2150,1,600171,19980924,沪市主板A股
2151,1,600172,19981126,沪市主板A股
2152,1,600173,19990415,沪市主板A股
2153,1,600175,19990408,沪市主板A股
2154,1,600176,19990422,沪市主板A股
2155,1,600177,19981119,沪市主板A股
2156,1,600178,19981014,沪市主板A股
2157,1,600179,19981104,沪市主板A股
2158,1,600180,19980703,沪市主板A股
2159,1,600182,19990507,沪市主板A股
2160,1,600183,19981028,沪市主板A股
2161,1,600184,20031106,沪市主板A股
2162,1,600185,19990611,沪市主板A股
2163,1,600186,19980825,沪市主板A股
2164,1,600187,19981111,沪市主板A股
2165,1,600188,19980701,沪市主板A股
2166,1,600189,19981007,沪市主板A股
2167,1,600190,19990609,沪市主板A股
2168,1,600191,19981210,沪市主板A股
2169,1,600192,19981224,沪市主板A股
2170,1,600193,19990527,沪市主板A股
2171,1,600195,19990107,沪市主板A股
2172,1,600196,19980807,沪市主板A股
2173,1,600197,19990916,沪市主板A股
2174,1,600198,19981021,沪市主板A股
2175,1,600199,19980812,沪市主板A股
2176,1,600200,19990401,沪市主板A股
2177,1,600201,19990115,沪市主板A股
2178,1,600202,19990603,沪市主板A股
2179,1,600203,19990514,沪市主板A股
2180,1,600206,19990319,沪市主板A股
2181,1,600207,19990714,沪市主板A股
2182,1,600208,19990623,沪市主板A股
2183,1,600209,19990325,沪市主板A股
2184,1,600210,19990824,沪市主板A股
2185,1,600211,19990721,沪市主板A股
2186,1,600212,19990817,沪市主板A股
2187,1,600213,19990831,沪市主板A股
2188,1,600215,19990909,沪市主板A股
2189,1,600216,19991021,沪市主板A股
2190,1,600217,19991216,沪市主板A股
2191,1,600218,19981203,沪市主板A股
2192,1,600219,19991223,沪市主板A股
2193,1,600220,19990927,沪市主板A股
2194,1,600221,19991125,沪市主板A股
2195,1,600222,19991105,沪市主板A股
2196,1,600223,20000113,沪市主板A股
2197,1,600225,20000127,沪市主板A股
2198,1,600226,19991116,沪市主板A股
2199,1,600227,20000221,沪市主板A股
2200,1,600228,19990119,沪市主板A股
2201,1,600229,20000309,沪市主板A股
2202,1,600230,20000406,沪市主板A股
2203,1,600231,20000511,沪市主板A股
2204,1,600232,20000602,沪市主板A股
2205,1,600233,20000608,沪市主板A股
2206,1,600234,20000615,沪市主板A股
2207,1,600235,20000615,沪市主板A股
2208,1,600236,20000323,沪市主板A股
2209,1,600237,20000609,沪市主板A股
2210,1,600238,20000120,沪市主板A股
2211,1,600239,19991202,沪市主板A股
2212,1,600240,20000628,沪市主板A股
2213,1,600241,20001128,沪市主板A股
2214,1,600242,20001207,沪市主板A股
2215,1,600243,20001120,沪市主板A股
2216,1,600246,20000922,沪市主板A股
2217,1,600247,20001123,沪市主板A股
2218,1,600248,20000622,沪市主板A股
2219,1,600249,20040130,沪市主板A股
2220,1,600250,20010306,沪市主板A股
2221,1,600251,20030609,沪市主板A股
2222,1,600252,20001130,沪市主板A股
2223,1,600255,20001122,沪市主板A股
2224,1,600256,20000526,沪市主板A股
2225,1,600257,20000612,沪市主板A股
2226,1,600258,20000601,沪市主板A股
2227,1,600259,20000525,沪市主板A股
2228,1,600260,20000706,沪市主板A股
2229,1,600261,20000720,沪市主板A股
2230,1,600262,20000630,沪市主板A股
2231,1,600265,20000825,沪市主板A股
2232,1,600266,19990203,沪市主板A股
2233,1,600267,20000725,沪市主板A股
2234,1,600268,19991118,沪市主板A股
2235,1,600269,20000518,沪市主板A股
2236,1,600270,20001228,沪市主板A股
2237,1,600271,20030711,沪市主板A股
2238,1,600272,20010228,沪市主板A股
2239,1,600273,20030627,沪市主板A股
2240,1,600275,20000810,沪市主板A股
2241,1,600276,20001018,沪市主板A股
2242,1,600277,20000725,沪市主板A股
2243,1,600278,20000712,沪市主板A股
2244,1,600279,20000731,沪市主板A股
2245,1,600280,20000926,沪市主板A股
2246,1,600281,20001109,沪市主板A股
2247,1,600282,20000919,沪市主板A股
2248,1,600283,20001018,沪市主板A股
2249,1,600284,20040316,沪市主板A股
2250,1,600285,20001018,沪市主板A股
2251,1,600287,20000901,沪市主板A股
2252,1,600288,20001129,沪市主板A股
2253,1,600289,20000720,沪市主板A股
2254,1,600290,20001106,沪市主板A股
2255,1,600291,20000731,沪市主板A股
2256,1,600292,20001101,沪市主板A股
2257,1,600293,20000919,沪市主板A股
2258,1,600295,20010426,沪市主板A股
2259,1,600297,20001116,沪市主板A股
2260,1,600298,20000818,沪市主板A股
2261,1,600299,20000420,沪市主板A股
2262,1,600300,20000630,沪市主板A股
2263,1,600301,20000712,沪市主板A股
2264,1,600302,20001213,沪市主板A股
2265,1,600303,20001226,沪市主板A股
2266,1,600305,20010206,沪市主板A股
2267,1,600306,20001226,沪市主板A股
2268,1,600307,20001220,沪市主板A股
2269,1,600308,20000928,沪市主板A股
2270,1,600309,20010105,沪市主板A股
2271,1,600310,20010228,沪市主板A股
2272,1,600311,20010626,沪市主板A股
2273,1,600312,20010221,沪市主板A股
2274,1,600313,20010119,沪市主板A股
2275,1,600315,20010315,沪市主板A股
2276,1,600316,20001215,沪市主板A股
2277,1,600317,20020131,沪市主板A股
2278,1,600318,20001208,沪市主板A股
2279,1,600319,20010326,沪市主板A股
2280,1,600320,20001221,沪市主板A股
2281,1,600321,20010524,沪市主板A股
2282,1,600322,20010910,沪市主板A股
2283,1,600323,20001225,沪市主板A股
2284,1,600325,20040225,沪市主板A股
2285,1,600326,20010116,沪市主板A股
2286,1,600327,20020625,沪市主板A股
2287,1,600328,20001222,沪市主板A股
2288,1,600329,20010606,沪市主板A股
2289,1,600330,20010118,沪市主板A股
2290,1,600331,20011220,沪市主板A股
2291,1,600332,20010206,沪市主板A股
2292,1,600333,20001211,沪市主板A股
2293,1,600335,20010305,沪市主板A股
2294,1,600336,20001229,沪市主板A股
2295,1,600337,20001127,沪市主板A股
2296,1,600338,20001227,沪市主板A股
2297,1,600339,20001225,沪市主板A股
2298,1,600340,20031230,沪市主板A股
2299,1,600343,20030408,沪市主板A股
2300,1,600345,20001222,沪市主板A股
2301,1,600346,20010820,沪市主板A股
2302,1,600348,20030821,沪市主板A股
2303,1,600350,20020318,沪市主板A股
2304,1,600351,20020926,沪市主板A股
2305,1,600352,20030801,沪市主板A股
2306,1,600353,20021120,沪市主板A股
2307,1,600354,20040115,沪市主板A股
2308,1,600355,20020613,沪市主板A股
2309,1,600356,20010419,沪市主板A股
2310,1,600358,20000922,沪市主板A股
2311,1,600359,19990429,沪市主板A股
2312,1,600360,20010316,沪市主板A股
2313,1,600361,20011129,沪市主板A股
2314,1,600362,20020111,沪市主板A股
2315,1,600363,20010329,沪市主板A股
2316,1,600365,20010115,沪市主板A股
2317,1,600366,20001030,沪市主板A股
2318,1,600367,20010320,沪市主板A股
2319,1,600368,20001221,沪市主板A股
2320,1,600369,20010109,沪市主板A股
2321,1,600370,20030306,沪市主板A股
2322,1,600371,20020916,沪市主板A股
2323,1,600372,20010706,沪市主板A股
2324,1,600373,20020304,沪市主板A股
2325,1,600375,20030401,沪市主板A股
2326,1,600376,20010312,沪市主板A股
2327,1,600377,20010116,沪市主板A股
2328,1,600378,20010111,沪市主板A股
2329,1,600379,20020116,沪市主板A股
2330,1,600380,20010608,沪市主板A股
2331,1,600381,20010508,沪市主板A股
2332,1,600382,20010118,沪市主板A股
2333,1,600383,20010412,沪市主板A股
2334,1,600386,20010216,沪市主板A股
2335,1,600387,20040218,沪市主板A股
2336,1,600388,20001229,沪市主板A股
2337,1,600389,20010110,沪市主板A股
2338,1,600390,20010115,沪市主板A股
2339,1,600391,20011212,沪市主板A股
2340,1,600392,20030529,沪市主板A股
2341,1,600393,20010319,沪市主板A股
2342,1,600395,20010531,沪市主板A股
2343,1,600396,20010328,沪市主板A股
2344,1,600397,20020702,沪市主板A股
2345,1,600398,20001228,沪市主板A股
2346,1,600399,20001229,沪市主板A股
2347,1,600400,20010108,沪市主板A股
2348,1,600401,20030924,沪市主板A股
2349,1,600403,20031009,沪市主板A股
2350,1,600405,20040401,沪市主板A股
2351,1,600406,20031016,沪市主板A股
2352,1,600408,20030212,沪市主板A股
2353,1,600409,20030618,沪市主板A股
2354,1,600410,20040427,沪市主板A股
2355,1,600415,20020509,沪市主板A股
2356,1,600416,20020718,沪市主板A股
2357,1,600418,20010824,沪市主板A股
2358,1,600419,20010628,沪市主板A股
2359,1,600420,20040616,沪市主板A股
2360,1,600421,20040607,沪市主板A股
2361,1,600422,20001206,沪市主板A股
2362,1,600423,20030717,沪市主板A股
2363,1,600425,20030724,沪市主板A股
2364,1,600426,20020620,沪市主板A股
2365,1,600428,20020418,沪市主板A股
2366,1,600429,20030915,沪市主板A股
2367,1,600432,20030905,沪市主板A股
2368,1,600433,20030619,沪市主板A股
2369,1,600435,20030704,沪市主板A股
2370,1,600436,20030616,沪市主板A股
2371,1,600438,20040302,沪市主板A股
2372,1,600439,20030710,沪市主板A股
2373,1,600444,20040219,沪市主板A股
2374,1,600446,20031224,沪市主板A股
2375,1,600448,20010903,沪市主板A股
2376,1,600449,20030829,沪市主板A股
2377,1,600452,20040303,沪市主板A股
2378,1,600455,20040329,沪市主板A股
2379,1,600456,20020412,沪市主板A股
2380,1,600458,20021219,沪市主板A股
2381,1,600459,20030516,沪市主板A股
2382,1,600460,20030311,沪市主板A股
2383,1,600461,20040601,沪市主板A股
2384,1,600462,20030903,沪市主板A股
2385,1,600463,20040318,沪市主板A股
2386,1,600466,20010212,沪市主板A股
2387,1,600467,20040405,沪市主板A股
2388,1,600468,20010615,沪市主板A股
2389,1,600469,20031021,沪市主板A股
2390,1,600470,20040305,沪市主板A股
2391,1,600475,20030721,沪市主板A股
2392,1,600476,20031210,沪市主板A股
2393,1,600477,20031110,沪市主板A股
2394,1,600478,20030918,沪市主板A股
2395,1,600479,20040312,沪市主板A股
2396,1,600480,20030815,沪市主板A股
2397,1,600481,20030422,沪市主板A股
2398,1,600482,20040714,沪市主板A股
2399,1,600483,20040531,沪市主板A股
2400,1,600485,20030807,沪市主板A股
2401,1,600486,20020425,沪市主板A股
2402,1,600487,20030822,沪市主板A股
2403,1,600488,20010618,沪市主板A股
2404,1,600489,20030814,沪市主板A股
2405,1,600490,20030626,沪市主板A股
2406,1,600491,20040524,沪市主板A股
2407,1,600493,20040421,沪市主板A股
2408,1,600495,20040526,沪市主板A股
2409,1,600496,20020605,沪市主板A股
2410,1,600497,20040420,沪市主板A股
2411,1,600498,20010823,沪市主板A股
2412,1,600499,20021010,沪市主板A股
2413,1,600500,20000301,沪市主板A股
2414,1,600501,20010615,沪市主板A股
2415,1,600502,20030415,沪市主板A股
2416,1,600503,20020709,沪市主板A股
2417,1,600505,20020530,沪市主板A股
2418,1,600506,20011226,沪市主板A股
2419,1,600507,20030930,沪市主板A股
2420,1,600508,20010829,沪市主板A股
2421,1,600509,20020228,沪市主板A股
2422,1,600510,20020618,沪市主板A股
2423,1,600511,20021127,沪市主板A股
2424,1,600512,20021226,沪市主板A股
2425,1,600513,20030319,沪市主板A股
2426,1,600515,20020806,沪市主板A股
2427,1,600516,20020830,沪市主板A股
2428,1,600517,20031010,沪市主板A股
2429,1,600518,20010319,沪市主板A股
2430,1,600519,20010827,沪市主板A股
2431,1,600520,20020108,沪市主板A股
2432,1,600521,20030304,沪市主板A股
2433,1,600522,20021024,沪市主板A股
2434,1,600523,20011227,沪市主板A股
2435,1,600525,20021202,沪市主板A股
2436,1,600526,20020722,沪市主板A股
2437,1,600527,20031127,沪市主板A股
2438,1,600528,20010528,沪市主板A股
2439,1,600529,20020603,沪市主板A股
2440,1,600530,20010702,沪市主板A股
2441,1,600531,20020730,沪市主板A股
2442,1,600532,20021031,沪市主板A股
2443,1,600533,20020328,沪市主板A股
2444,1,600535,20020823,沪市主板A股
2445,1,600536,20020517,沪市主板A股
2446,1,600537,20030123,沪市主板A股
2447,1,600538,20030114,沪市主板A股
2448,1,600539,20010824,沪市主板A股
2449,1,600540,20040107,沪市主板A股
2450,1,600543,20040324,沪市主板A股
2451,1,600545,20031203,沪市主板A股
2452,1,600546,20030731,沪市主板A股
2453,1,600547,20030828,沪市主板A股
2454,1,600548,20011225,沪市主板A股
2455,1,600549,20021107,沪市主板A股
2456,1,600550,20010228,沪市主板A股
2457,1,600551,20020905,沪市主板A股
2458,1,600552,20021108,沪市主板A股
2459,1,600555,20010328,沪市主板A股
2460,1,600556,20010807,沪市主板A股
2461,1,600557,20020918,沪市主板A股
2462,1,600558,20010227,沪市主板A股
2463,1,600559,20021029,沪市主板A股
2464,1,600560,20020919,沪市主板A股
2465,1,600561,20020716,沪市主板A股
2466,1,600562,20030128,沪市主板A股
2467,1,600563,20021210,沪市主板A股
2468,1,600565,20020723,沪市主板A股
2469,1,600566,20010822,沪市主板A股
2470,1,600567,20011218,沪市主板A股
2471,1,600568,20010518,沪市主板A股
2472,1,600569,20010820,沪市主板A股
2473,1,600570,20031216,沪市主板A股
2474,1,600571,20021101,沪市主板A股
2475,1,600572,20040412,沪市主板A股
2476,1,600573,20030226,沪市主板A股
2477,1,600575,20030328,沪市主板A股
2478,1,600576,20030220,沪市主板A股
2479,1,600577,20020911,沪市主板A股
2480,1,600578,20020510,沪市主板A股
2481,1,600579,20020809,沪市主板A股
2482,1,600580,20020606,沪市主板A股
2483,1,600581,20020816,沪市主板A股
2484,1,600582,20020515,沪市主板A股
2485,1,600583,20020205,沪市主板A股
2486,1,600584,20030603,沪市主板A股
2487,1,600585,20020207,沪市主板A股
2488,1,600586,20020815,沪市主板A股
2489,1,600587,20020927,沪市主板A股
2490,1,600588,20010518,沪市主板A股
2491,1,600589,20010612,沪市主板A股
2492,1,600590,20020703,沪市主板A股
2493,1,600592,20020805,沪市主板A股
2494,1,600593,20020711,沪市主板A股
2495,1,600594,20040323,沪市主板A股
2496,1,600595,20020626,沪市主板A股
2497,1,600596,20010906,沪市主板A股
2498,1,600597,20020828,沪市主板A股
2499,1,600598,20020329,沪市主板A股
2500,1,600599,20010828,沪市主板A股
2501,1,600600,19930827,沪市主板A股
2502,1,600601,19901219,沪市主板A股
2503,1,600602,19901219,沪市主板A股
2504,1,600603,19920113,沪市主板A股
2505,1,600604,19920327,沪市主板A股
2506,1,600605,19920327,沪市主板A股
2507,1,600606,19920327,沪市主板A股
2508,1,600608,19920327,沪市主板A股
2509,1,600609,19920724,沪市主板A股
2510,1,600610,19920805,沪市主板A股
2511,1,600611,19920807,沪市主板A股
2512,1,600612,19920814,沪市主板A股
2513,1,600613,19920820,沪市主板A股
2514,1,600614,19920828,沪市主板A股
2515,1,600615,19920910,沪市主板A股
2516,1,600616,19920929,沪市主板A股
2517,1,600617,19921013,沪市主板A股
2518,1,600618,19921113,沪市主板A股
2519,1,600619,19921116,沪市主板A股
2520,1,600620,19921117,沪市主板A股
2521,1,600621,19921202,沪市主板A股
2522,1,600622,19921203,沪市主板A股
2523,1,600623,19921204,沪市主板A股
2524,1,600624,19930105,沪市主板A股
2525,1,600626,19930107,沪市主板A股
2526,1,600628,19930119,沪市主板A股
2527,1,600629,19930209,沪市主板A股
2528,1,600630,19930209,沪市主板A股
2529,1,600633,19930304,沪市主板A股
2530,1,600634,19930304,沪市主板A股
2531,1,600635,19930304,沪市主板A股
2532,1,600636,19930316,沪市主板A股
2533,1,600637,19930316,沪市主板A股
2534,1,600638,19930326,沪市主板A股
2535,1,600639,19930326,沪市主板A股
2536,1,600640,19930407,沪市主板A股
2537,1,600641,19930407,沪市主板A股
2538,1,600642,19930416,沪市主板A股
2539,1,600643,19930426,沪市主板A股
2540,1,600644,19930426,沪市主板A股
2541,1,600645,19930504,沪市主板A股
2542,1,600647,19930504,沪市主板A股
2543,1,600648,19930504,沪市主板A股
2544,1,600649,19930518,沪市主板A股
2545,1,600650,19930607,沪市主板A股
2546,1,600651,19901219,沪市主板A股
2547,1,600652,19901219,沪市主板A股
2548,1,600653,19901219,沪市主板A股
2549,1,600654,19901219,沪市主板A股
2550,1,600655,19920902,沪市主板A股
2551,1,600656,19901219,沪市主板A股
2552,1,600657,19930524,沪市主板A股
2553,1,600658,19930524,沪市主板A股
2554,1,600660,19930610,沪市主板A股
2555,1,600661,19930614,沪市主板A股
2556,1,600662,19930614,沪市主板A股
2557,1,600663,19930628,沪市主板A股
2558,1,600664,19930629,沪市主板A股
2559,1,600665,19930709,沪市主板A股
2560,1,600666,19930712,沪市主板A股
2561,1,600667,19930728,沪市主板A股
2562,1,600668,19930728,沪市主板A股
2563,1,600671,19930823,沪市主板A股
2564,1,600673,19930917,沪市主板A股
2565,1,600674,19930924,沪市主板A股
2566,1,600675,19930924,沪市主板A股
2567,1,600676,19930928,沪市主板A股
2568,1,600677,19930928,沪市主板A股
2569,1,600678,19931008,沪市主板A股
2570,1,600679,19931008,沪市主板A股
2571,1,600680,19931018,沪市主板A股
2572,1,600681,19931018,沪市主板A股
2573,1,600682,19931018,沪市主板A股
2574,1,600683,19931025,沪市主板A股
2575,1,600684,19931028,沪市主板A股
2576,1,600685,19931028,沪市主板A股
2577,1,600686,19931108,沪市主板A股
2578,1,600687,19931108,沪市主板A股
2579,1,600688,19931108,沪市主板A股
2580,1,600689,19931108,沪市主板A股
2581,1,600690,19931119,沪市主板A股
2582,1,600691,19931119,沪市主板A股
2583,1,600692,19931119,沪市主板A股
2584,1,600693,19931122,沪市主板A股
2585,1,600694,19931122,沪市主板A股
2586,1,600695,19931122,沪市主板A股
2587,1,600696,19931206,沪市主板A股
2588,1,600697,19931206,沪市主板A股
2589,1,600698,19931206,沪市主板A股
2590,1,600699,19931206,沪市主板A股
2591,1,600701,19960528,沪市主板A股
2592,1,600702,19960524,沪市主板A股
2593,1,600703,19960528,沪市主板A股
2594,1,600704,19960606,沪市主板A股
2595,1,600705,19960516,沪市主板A股
2596,1,600706,19960516,沪市主板A股
2597,1,600707,19960520,沪市主板A股
2598,1,600708,19960606,沪市主板A股
2599,1,600710,19960701,沪市主板A股
2600,1,600711,19960531,沪市主板A股
2601,1,600712,19960626,沪市主板A股
2602,1,600713,19960701,沪市主板A股
2603,1,600714,19960606,沪市主板A股
2604,1,600715,19960701,沪市主板A股
2605,1,600716,19960702,沪市主板A股
2606,1,600717,19960614,沪市主板A股
2607,1,600718,19960618,沪市主板A股
2608,1,600719,19960716,沪市主板A股
2609,1,600720,19960716,沪市主板A股
2610,1,600721,19960626,沪市主板A股
2611,1,600722,19960626,沪市主板A股
2612,1,600723,19960716,沪市主板A股
2613,1,600724,19960716,沪市主板A股
2614,1,600725,19960702,沪市主板A股
2615,1,600726,19960701,沪市主板A股
2616,1,600727,19960702,沪市主板A股
2617,1,600728,19960716,沪市主板A股
2618,1,600729,19960702,沪市主板A股
2619,1,600730,19960726,沪市主板A股
2620,1,600731,19960802,沪市主板A股
2621,1,600732,19960816,沪市主板A股
2622,1,600733,19960816,沪市主板A股
2623,1,600734,19960808,沪市主板A股
2624,1,600735,19960726,沪市主板A股
2625,1,600736,19960815,沪市主板A股
2626,1,600737,19960731,沪市主板A股
2627,1,600738,19960802,沪市主板A股
2628,1,600739,19960819,沪市主板A股
2629,1,600740,19960808,沪市主板A股
2630,1,600741,19960826,沪市主板A股
2631,1,600742,19960826,沪市主板A股
2632,1,600743,19960909,沪市主板A股
2633,1,600744,19960905,沪市主板A股
2634,1,600745,19960828,沪市主板A股
2635,1,600746,19960918,沪市主板A股
2636,1,600747,19960916,沪市主板A股
2637,1,600748,19960925,沪市主板A股
2638,1,600749,19961015,沪市主板A股
2639,1,600750,19960923,沪市主板A股
2640,1,600751,19960909,沪市主板A股
2641,1,600753,19960927,沪市主板A股
2642,1,600754,19961011,沪市主板A股
2643,1,600755,19961003,沪市主板A股
2644,1,600756,19960923,沪市主板A股
2645,1,600757,19961003,沪市主板A股
2646,1,600758,19961029,沪市主板A股
2647,1,600759,19961008,沪市主板A股
2648,1,600760,19961011,沪市主板A股
2649,1,600761,19961009,沪市主板A股
2650,1,600763,19961030,沪市主板A股
2651,1,600764,19961104,沪市主板A股
2652,1,600765,19961106,沪市主板A股
